id,name,full_name,age,birth_date,passport_country_names,league,current_team_name,current_team_logo,current_team_color,contract_expires,market_value,market_value_str,minutes_on_field,low_minutes_flag,total_matches,on_loan,main_position,positions_clean,foot,height,weight,direct_free_kick_taker,corner_taker,penalty_taker,player_role,pos_group,goals_avg,non_penalty_goal_avg,head_goals_avg,shots_on_target_percent,shot_efficiency_avg,xg_shot_avg,assists_avg,xg_assist_avg,key_passes_avg,accurate_passes_percent,accurate_pass_avg,accurate_crosses_percent,accurate_crosses_avg,successful_progressive_pass_percent,accurate_progressive_pass_avg,successful_dribbles_percent,dribble_efficiency,progressive_run_avg,real_progression,duels_won,duels_won_avg,offensive_duels_won,defensive_duels_won,aerial_duels_won,aerial_duels_won_avg,successful_defensive_actions_avg,tackle_avg,interceptions_avg,shot_block_avg,conceded_goals_avg,shots_against_avg,save_percent,xg_save_avg,prevented_goals_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,direct_free_kicks_on_target_percent,penalties_conversion_percent,fouls_avg,foul_suffered_avg,yellow_cards_avg,red_cards_avg
322520,Z. Çelik,Mehmet Zeki Çelik,28.0,1997-02-17,Türkiye,SerieA,Roma,https://cdn5.wyscout.com/photos/team/public/87_120x120.png,972534,2026-06-30,6000000.0,€6.0M,2226,False,29.0,False,CB,"['RCB3', 'RWB', 'RB']",right,180.0,78.0,False,False,False,Ball-playing CB,CB,47.82,48.68,24.01,38.86,30.18,61.67,76.93,72.19,96.8,33.38,46.02,59.42,86.06,75.65,69.62,36.0,85.46,72.41,73.36,23.75,64.44,43.91,25.61,30.24,23.56,62.31,36.73,35.95,15.35,,,35.06,35.06,,,,33.48,34.47,79.86,35.47,60.31,27.49
323555,M. Niakhaté,Moussa Niakhaté,29.0,1996-03-08,France|Senegal,Ligue 1,Olympique Lyonnais,https://cdn5.wyscout.com/photos/team/public/16_120x120.png,13377c,2028-06-30,16000000.0,€16.0M,3338,False,35.0,False,CB,['LCB'],left,190.0,82.0,False,False,False,Ball-playing CB,CB,18.02,18.28,24.01,6.05,63.12,2.43,67.63,39.74,68.02,78.98,72.21,71.51,38.42,67.41,63.16,41.25,12.83,80.73,74.64,74.11,46.17,54.53,64.87,56.84,37.33,32.07,20.18,27.92,32.77,,,35.06,35.06,,,,33.48,34.47,58.24,53.05,23.33,27.49
324725,F. Tomori,Fikayo Tomori,27.0,1997-12-19,Canada|England,SerieA,Milan,https://cdn5.wyscout.com/photos/team/public/1_120x120.png,d02214,2027-06-30,40000000.0,€40.0M,1942,False,24.0,False,CB,"['RCB3', 'RCB']",right,185.0,79.0,False,False,False,Ball-playing CB,CB,18.02,18.28,24.01,33.02,52.79,9.61,67.63,66.46,80.98,76.15,62.85,52.89,61.53,68.14,64.07,41.25,28.66,17.21,55.95,38.29,29.68,64.78,38.42,15.02,11.88,68.85,51.07,53.35,55.96,,,35.06,35.06,,,,33.48,34.47,32.25,27.41,45.54,68.75
325868,M. Diakhaby,Mouctar Diakhaby,28.0,1996-12-19,France|Guinea,LaLiga,Valencia,https://cdn5.wyscout.com/photos/team/public/54_120x120.png,,2027-06-30,2000000.0,€2.0M,1234,False,20.0,False,CB,"['LCB', 'LCB3', 'RCB3']",right,189.0,78.0,False,False,False,Aerial dominant CB,CB,96.07,96.13,87.21,76.06,8.9,100.0,26.44,14.01,14.4,49.95,35.21,14.34,14.34,24.87,25.6,76.63,79.68,48.33,40.26,92.5,70.76,75.36,88.34,86.13,66.06,49.08,39.97,47.74,47.65,,,35.06,35.06,,,,33.48,34.47,25.26,43.73,54.23,27.49
327719,Sergio González,Sergio González Poirrier,33.0,1992-04-20,Spain,LaLiga,Al Riyadh,https://cdn5.wyscout.com/photos/team/public/3008_120x120.png,,,1800000.0,€1.8M,2833,False,32.0,False,CB,"['RCB', 'CB', 'RCB3']",right,189.0,70.0,False,False,False,Low-impact CB,CB,56.8,57.79,66.14,65.08,74.35,36.96,26.44,14.01,14.4,38.23,28.69,14.34,14.34,47.75,49.18,76.63,37.53,4.53,44.78,45.21,34.07,60.52,51.31,21.74,31.94,50.43,53.28,49.41,61.47,,,35.06,35.06,,,,33.48,34.47,41.01,28.14,6.91,61.24
328528,Bernardo,Bernardo Fernandes da Silva Junior,30.0,1995-05-14,Brazil,Bundesliga,Hoffenheim,https://cdn5.wyscout.com/photos/team/public/337_120x120.png,088dde,,5500000.0,€5.5M,3013,False,31.0,False,CB,"['LCB3', 'LB', 'LCB']",left,186.0,76.0,False,False,False,Aerial dominant CB,CB,18.02,18.28,24.01,24.2,33.73,25.96,26.44,56.45,58.4,14.32,24.08,40.24,57.19,69.64,82.21,34.18,34.53,39.71,82.87,22.61,87.06,14.56,35.97,60.29,88.6,85.82,86.59,73.86,26.91,,,35.06,35.06,,,,33.48,34.47,82.92,41.74,66.3,27.49
329229,M. Akanji,Manuel Akanji,30.0,1995-07-19,Switzerland|Nigeria,"Premier League, SerieA",Internazionale,https://cdn5.wyscout.com/photos/team/public/79_120x120.png,2862a2,2027-06-30,45000000.0,€45.0M,2665,False,16.971482176360226,True,CB,"['RCB', 'LCB']",right,187.0,91.0,False,False,False,Ball-playing CB,CB,18.02,18.28,24.01,17.0,13.54,58.74,26.44,29.0,45.93,91.83,86.05,57.88,62.73,90.01,70.26,78.19,39.49,84.28,75.87,28.55,18.54,43.4,15.32,26.12,24.06,2.28,24.08,3.27,24.82,,,35.06,35.06,,,,33.48,34.47,24.02,24.35,21.87,27.49
330022,B. Gimber,Benedikt Gimber,28.0,1997-02-19,Germany,Bundesliga,Heidenheim,https://cdn5.wyscout.com/photos/team/public/3767_120x120.png,ff0000,2028-06-30,2800000.0,€2.8M,2279,False,28.0,False,CB,"['LCB', 'CB']",left,187.0,84.0,False,False,False,Ball-stealing CB,CB,18.02,18.28,24.01,17.69,26.17,36.96,26.44,14.01,14.4,30.51,17.64,42.82,34.94,24.22,18.73,61.31,44.46,21.75,23.27,60.6,91.59,81.32,48.95,20.3,28.71,83.66,28.41,40.32,48.75,,,35.06,35.06,,,,33.48,34.47,89.75,91.3,60.97,27.49
330147,Matheus Reis,Matheus Reis de Lima,30.0,1995-02-18,Brazil,Liga Portuguesa,Sporting CP,https://cdn5.wyscout.com/photos/team/public/159_120x120.png,39825e,2025-06-30,8000000.0,€8.0M,1460,False,29.0,False,CB,"['LCB3', 'LWB', 'LB']",left,184.0,80.0,False,False,False,Ball-playing CB,CB,18.02,18.28,24.01,6.05,33.73,25.96,87.27,81.67,88.05,70.82,68.89,52.89,80.58,100.0,90.85,61.31,80.97,78.82,88.78,15.47,26.34,40.7,28.07,46.6,25.3,3.95,10.63,1.77,0.19,,,35.06,35.06,,,,33.48,34.47,79.86,65.84,72.54,71.57
330343,J. Laurent,Josh Laurent,30.0,1995-05-06,England,Premier League,Burnley,https://cdn5.wyscout.com/photos/team/public/318_120x120.png,621239,2026-06-30,2200000.0,€2.2M,642,False,11.0,False,CB,"['RCB3', 'RCMF']",right,188.0,76.0,False,False,False,Low-impact CB,CB,18.02,18.28,24.01,58.77,42.67,16.8,26.44,14.01,14.4,6.69,2.29,61.4,69.27,0.13,0.13,6.05,6.05,57.51,6.39,8.7,14.65,11.13,22.66,17.54,14.86,51.18,25.24,58.06,45.18,,,35.06,35.06,,,,33.48,34.47,65.54,18.48,31.23,27.49
330788,Ponck,Carlos dos Santos Rodrigues,30.0,1995-01-13,Cape Verde Islands|Portugal,Liga Portuguesa,Hapoel Be'er Sheva,https://cdn5.wyscout.com/photos/team/public/2230_120x120.png,ff0000,2026-06-30,800000.0,€800K,937,False,13.0,False,CB,"['LCB', 'RCB']",right,185.0,84.0,False,False,False,Aerial dominant CB,CB,18.02,18.28,24.01,81.42,11.65,61.67,26.44,14.01,59.87,65.45,71.78,97.89,49.39,39.33,42.79,93.15,68.49,40.7,50.55,85.17,76.85,88.46,57.14,61.09,68.91,57.93,17.84,57.69,6.8,,,35.06,35.06,,,,33.48,34.47,19.52,19.61,2.76,27.49
331836,Marcão,Marcos do Nascimento Teixeira,29.0,1996-06-05,Brazil,LaLiga,Sevilla,https://cdn5.wyscout.com/photos/team/public/44_120x120.png,d22d28,2027-06-30,4000000.0,€4.0M,1059,False,15.0,False,CB,"['LCB', 'LCB3']",left,185.0,81.0,False,False,False,Low-impact CB,CB,66.9,67.49,73.41,40.54,75.47,54.35,26.44,14.01,14.4,70.38,27.47,14.34,14.34,81.86,30.52,93.15,55.52,50.94,21.93,41.8,57.91,95.05,25.95,13.03,42.47,18.93,67.56,16.06,17.23,,,35.06,35.06,,,,33.48,34.47,89.75,92.65,77.35,27.49
332791,E. Smith,Eric Smith,28.0,1997-01-08,Sweden,Bundesliga,St. Pauli,https://cdn5.wyscout.com/photos/team/public/343_120x120.png,,,4000000.0,€4.0M,3150,False,32.0,False,CB,"['CB', 'LCMF']",right,192.0,86.0,True,True,False,Low-impact CB,CB,43.0,43.53,24.01,56.1,39.84,46.18,26.44,72.19,44.06,51.57,53.77,52.89,65.36,74.04,54.73,78.36,56.19,30.45,46.47,23.92,31.6,37.89,41.6,20.09,16.14,30.22,20.18,31.55,17.23,,,35.06,35.06,,,,84.95,34.47,46.58,68.16,57.5,27.49
339021,J. Bree,James Bree,27.0,1997-12-11,England,Premier League,Charlton Athletic,https://cdn5.wyscout.com/photos/team/public/315_120x120.png,ff0000,2026-06-30,2200000.0,€2.2M,1180,False,17.0,True,CB,"['RCB3', 'RWB', 'RB5']",right,172.0,73.0,False,True,False,Low-impact CB,CB,18.02,18.28,24.01,33.02,52.79,9.61,76.93,77.19,81.31,35.4,29.47,46.86,82.29,70.42,26.06,41.25,43.56,41.84,20.1,15.29,26.52,16.59,13.11,63.9,11.42,15.67,27.18,1.42,9.18,,,35.06,35.06,,,,33.48,34.47,5.94,28.14,2.76,27.49
344951,Domingos Duarte,Domingos Sousa Coutinho Meneses Duarte,30.0,1995-03-10,Portugal,LaLiga,Getafe,https://cdn5.wyscout.com/photos/team/public/56_120x120.png,0634bd,2026-06-30,2000000.0,€2.0M,3002,False,31.0,False,CB,"['RCB', 'CB']",right,190.0,82.0,False,False,False,Low-impact CB,CB,44.98,45.57,56.16,40.54,63.12,30.36,26.44,39.74,14.4,14.07,2.94,14.34,14.34,50.65,26.35,6.05,6.05,3.11,18.51,53.5,18.7,64.78,35.44,50.26,26.83,16.14,44.72,41.8,53.69,,,35.06,35.06,,,,33.48,34.47,47.49,64.18,43.32,72.03
345359,Dani Calvo,Daniel Pedro Calvo San Román,31.0,1994-04-01,Spain,LaLiga,Real Oviedo,https://cdn5.wyscout.com/photos/team/public/2508_120x120.png,0000ff,,1500000.0,€1.5M,710,False,7.0,False,CB,"['LCB', 'RCB', 'CB']",right,190.0,82.0,False,False,False,Low-impact CB,CB,18.02,18.28,24.01,6.05,63.12,2.43,26.44,14.01,14.4,55.4,19.28,14.34,14.34,12.31,3.42,6.05,6.05,4.53,4.58,83.88,31.44,0.46,93.6,76.86,58.05,29.23,23.29,17.62,39.4,,,35.06,35.06,,,,33.48,34.47,34.53,28.14,62.59,27.49
351537,R. Bensebaini,Ramy Bensebaini,30.0,1995-04-16,Algeria,Bundesliga,Borussia Dortmund,https://cdn5.wyscout.com/photos/team/public/3_120x120.png,1d191a,2027-06-30,7000000.0,€7.0M,2460,False,30.0,False,CB,"['LCB3', 'LB']",left,187.0,85.0,False,True,False,Ball-playing CB,CB,18.02,18.28,24.01,14.51,15.99,54.35,92.23,81.67,83.87,59.91,76.22,39.12,64.06,89.52,83.17,56.92,76.9,67.43,81.9,18.93,56.52,39.73,27.24,38.18,43.39,70.31,81.47,60.81,20.67,,,35.06,35.06,,,,33.48,34.47,71.6,68.95,34.17,27.49
351559,M. Komenda,Marco Komenda,28.0,1996-11-26,Germany|Croatia,Bundesliga,Holstein Kiel,https://cdn5.wyscout.com/photos/team/public/4125_120x120.png,0000ff,2028-06-30,900000.0,€900K,1192,False,14.0,False,CB,['LCB3'],left,183.0,82.0,False,False,False,Ball-playing CB,CB,18.02,18.28,24.01,6.05,33.73,25.96,26.44,72.19,87.05,29.84,46.3,79.71,77.49,73.25,88.08,93.15,23.61,57.78,90.62,7.73,6.11,75.36,14.34,7.91,17.17,27.13,55.16,46.29,50.31,,,35.06,35.06,,,,33.48,34.47,48.6,36.59,34.17,27.49
352281,Anderson,Anderson de Jesus Santos,30.0,1995-03-02,Brazil,Liga Portuguesa,Unknown team,,,,600000.0,€600K,567,False,7.0,False,CB,"['LCB', 'LCB3']",right,186.0,77.0,False,False,False,Low-impact CB,CB,18.02,18.28,24.01,6.05,52.79,9.61,26.44,14.01,14.4,71.57,35.38,14.34,14.34,86.12,16.51,61.31,63.79,37.84,10.21,10.93,49.65,91.36,13.42,0.13,26.55,22.52,57.94,29.5,35.3,,,35.06,35.06,,,,33.48,34.47,97.86,80.53,37.57,27.49
352759,K. Diks,Kevin Diks,29.0,1996-10-06,Netherlands,Bundesliga,Borussia M'gladbach,https://cdn5.wyscout.com/photos/team/public/331_120x120.png,,,4000000.0,€4.0M,979,False,11.0,False,CB,"['LCB3', 'LCB', 'RCB3']",right,182.0,73.0,False,False,True,Low-impact CB,CB,90.74,18.28,24.01,83.42,48.32,88.86,26.44,39.74,57.15,61.61,54.84,71.51,60.97,48.33,53.73,41.25,47.88,38.5,56.9,29.35,26.84,35.75,43.84,23.56,18.2,27.5,32.24,31.92,54.99,,,35.06,35.06,,,,33.48,99.47,41.01,38.31,68.26,27.49
354199,R. Koch,Robin Koch,29.0,1996-07-17,Germany,Bundesliga,Eintracht Frankfurt,https://cdn5.wyscout.com/photos/team/public/9_120x120.png,bc271a,2030-06-30,18000000.0,€18.0M,2873,False,30.0,False,CB,"['CB', 'RCB', 'LCB']",right,192.0,83.0,False,False,False,Aerial dominant CB,CB,87.62,87.81,75.86,64.42,93.58,61.67,26.44,56.45,32.36,82.32,79.29,14.34,14.34,67.41,56.15,93.15,13.92,31.78,50.7,73.63,61.32,8.63,68.74,82.3,87.18,23.32,15.89,39.42,45.18,,,35.06,35.06,,,,33.48,34.47,29.72,30.91,11.32,27.49
362177,R. Abascal,Rodrigo Abascal Barros,31.0,1994-01-14,Uruguay|Spain,Liga Portuguesa,Boavista,https://cdn5.wyscout.com/photos/team/public/166_120x120.png,,2025-06-30,800000.0,€800K,2780,False,28.0,False,CB,"['RCB', 'CB']",left,186.0,80.0,False,False,False,Low-impact CB,CB,18.02,18.28,24.01,52.81,36.3,21.81,26.44,80.81,80.59,6.29,8.86,60.29,74.68,79.81,80.07,46.31,64.18,14.81,74.46,44.6,29.96,39.15,37.09,31.65,13.6,50.81,2.82,41.42,69.31,,,35.06,35.06,,,,99.4,34.47,70.89,12.93,64.55,59.67
362981,Jorge Sáenz,Jorge Sáenz de Miera Colmeiro,28.0,1996-11-17,Spain,LaLiga,Leganés,https://cdn5.wyscout.com/photos/team/public/2520_120x120.png,0071b6,,1500000.0,€1.5M,1666,False,21.0,False,CB,"['CB', 'RCB', 'RCB3']",right,188.0,81.0,False,False,False,Ball-stealing CB,CB,53.63,54.81,24.01,40.54,56.87,54.35,26.44,14.01,14.4,25.26,26.97,14.34,14.34,38.37,46.24,93.15,52.05,6.53,46.69,77.92,82.15,70.72,83.76,40.05,61.39,97.83,57.94,89.7,72.35,,,35.06,35.06,,,,33.48,34.47,83.81,62.73,37.57,69.6
365207,B. Pavard,Benjamin Pavard,29.0,1996-03-28,France,"Ligue 1, SerieA",Olympique Marseille,https://cdn5.wyscout.com/photos/team/public/15_120x120.png,459dd7,2028-06-30,0.0,No disponible / 0 €,1790,False,12.196648044692738,True,CB,"['RCB', 'RCB3', 'RB']",right,186.0,81.0,False,False,False,Ball-playing CB,CB,50.42,51.47,61.47,76.87,47.07,57.99,82.11,83.79,86.73,93.93,79.8,47.68,56.64,92.99,72.58,6.05,6.05,48.71,60.88,27.41,18.11,57.01,31.1,37.29,43.55,16.65,26.56,20.65,51.1,,,35.06,35.06,,,,33.48,34.47,24.53,25.58,46.9,27.49
368803,N. Mukiele,Nordi Mukiele Mulere,27.0,1997-11-01,France|Congo DR,"Bundesliga, Premier League",Sunderland,https://cdn5.wyscout.com/photos/team/public/14_120x120.png,173f69,2027-06-30,10000000.0,€10.0M,1996,False,12.474949899799599,False,CB,"['RCB3', 'RB', 'RWB']",right,187.0,84.0,False,False,False,Aerial dominant CB,CB,70.33,70.73,24.01,45.73,73.03,64.97,66.15,90.35,94.48,18.04,23.74,56.23,78.55,53.27,47.32,48.56,83.67,66.4,56.59,67.61,89.19,42.25,92.32,70.68,71.48,65.87,15.89,51.42,2.16,,,35.06,35.06,,,,33.48,34.47,30.33,79.76,55.88,27.49
368993,A. Murillo,Michael Amir Murillo Bermúdez,29.0,1996-02-11,Panama,Ligue 1,Olympique Marseille,https://cdn5.wyscout.com/photos/team/public/15_120x120.png,459dd7,2028-06-30,5000000.0,€5.0M,2665,False,31.0,False,CB,"['RCB3', 'RB']",right,184.0,78.0,False,False,False,Low-impact CB,CB,73.51,73.57,56.16,58.77,63.12,75.13,82.82,100.0,96.67,53.85,69.52,45.85,81.2,89.14,55.7,46.49,81.61,70.83,51.96,20.03,48.65,31.6,25.33,75.28,18.77,21.24,25.24,18.48,5.78,,,35.06,35.06,,,,33.48,34.47,72.05,73.13,60.97,27.49
372381,E. Cömert,Eray Ervin Cömert,27.0,1998-02-04,Switzerland|Türkiye,LaLiga,Valencia,https://cdn5.wyscout.com/photos/team/public/54_120x120.png,,2026-06-30,4000000.0,€4.0M,1114,False,15.0,False,CB,"['RCB', 'CB', 'LCB']",right,183.0,80.0,False,False,False,Low-impact CB,CB,18.02,18.28,24.01,71.31,30.97,30.36,26.44,14.01,14.4,66.65,49.53,14.34,14.34,43.89,38.48,93.15,44.19,39.04,43.21,85.17,23.92,81.92,84.21,13.57,3.0,62.31,74.32,42.37,64.39,,,35.06,35.06,,,,33.48,34.47,18.94,55.11,37.57,27.49
372469,Javi Sánchez,Javier Sánchez de Felipe,28.0,1997-03-14,Spain,LaLiga,Real Valladolid,https://cdn5.wyscout.com/photos/team/public/59_120x120.png,632d8e,2026-06-30,1500000.0,€1.5M,1592,False,18.0,False,CB,"['LCB', 'RCB', 'CB']",right,189.0,84.0,True,False,False,Low-impact CB,CB,76.81,76.94,24.01,78.78,93.58,16.8,26.44,56.45,44.06,54.0,41.19,14.34,14.34,50.1,35.23,41.25,17.61,32.71,35.61,76.76,13.75,84.54,73.4,28.3,12.42,28.27,10.63,29.13,78.99,,,35.06,35.06,,,,86.42,34.47,37.58,8.04,57.5,27.49
372605,Unai Núñez,Unai Núñez Gestoso,28.0,1997-01-30,Spain,"LaLiga, SerieA",Hellas Verona,https://cdn5.wyscout.com/photos/team/public/212_120x120.png,445395,2027-06-30,7000000.0,€7.0M,1415,False,9.496113074204947,True,CB,"['RCB', 'LCB']",right,186.0,81.0,False,False,False,Aerial dominant CB,CB,18.02,18.28,24.01,6.05,23.47,40.84,26.44,64.1,66.44,27.91,24.64,44.4,41.1,79.46,46.1,66.91,62.57,38.21,36.38,25.39,65.16,50.13,20.17,36.82,59.13,57.35,65.01,63.47,30.56,,,35.06,35.06,,,,33.48,34.47,85.78,53.79,84.82,27.49
372949,Jorge Fernandes,Jorge Filipe Oliveira Fernandes,27.0,1997-04-02,Portugal,Liga Portuguesa,Al Fateh,https://cdn5.wyscout.com/photos/team/public/2989_120x120.png,0000FF,2025-06-30,2500000.0,€2.5M,717,False,10.0,False,CB,"['RCB', 'RCB3']",right,191.0,91.0,False,False,False,Aerial dominant CB,CB,81.98,82.17,83.82,33.02,95.61,25.96,26.44,14.01,14.4,41.3,37.19,14.34,14.34,81.56,71.94,6.05,6.05,51.96,68.54,96.64,93.32,6.84,89.88,85.09,95.67,72.92,45.95,49.41,0.19,,,35.06,35.06,,,,33.48,34.47,15.42,15.64,62.59,27.49
374815,Pedro Pereira,Pedro Miguel Almeida Lopes Pereira,27.0,1998-01-22,Portugal,SerieA,Gençlerbirliği,https://cdn5.wyscout.com/photos/team/public/825_120x120.png,FF0000,,1500000.0,€1.5M,1996,False,24.0,False,CB,"['RCB3', 'RWB', 'RB5']",right,185.0,77.0,False,False,False,Low-impact CB,CB,51.98,53.1,24.01,55.06,56.08,54.35,67.63,72.19,75.09,23.62,11.92,64.04,87.25,27.47,19.78,48.04,73.01,65.06,35.17,10.66,50.92,39.59,20.63,5.16,6.02,57.22,49.32,15.68,25.48,,,35.06,35.06,,,,33.48,34.47,82.92,23.04,82.74,27.49
376377,Ygor Nogueira,Ygor Nogueira de Paula,29.0,1995-03-27,Brazil,Liga Portuguesa,Sabah,https://cdn5.wyscout.com/photos/team/public/g40739_120x120.png,,2026-06-30,400000.0,€400K,767,False,8.0,False,CB,"['RCB', 'RCB3']",right,187.0,83.0,False,False,False,Ball-stealing CB,CB,18.02,18.28,24.01,6.05,42.67,16.8,26.44,14.01,14.4,66.52,10.11,14.34,14.34,33.74,11.71,93.15,35.25,34.71,13.0,55.9,48.5,86.94,43.45,28.3,38.62,75.02,88.53,65.43,18.6,,,35.06,35.06,,,,33.48,34.47,28.3,78.79,26.07,27.49
376421,A. Pieper,Amos Pieper,27.0,1998-01-17,Germany,Bundesliga,Werder Bremen,https://cdn5.wyscout.com/photos/team/public/93_120x120.png,204329,2026-06-30,4000000.0,€4.0M,1788,False,23.0,False,CB,"['RCB3', 'LCB3', 'RCB']",right,192.0,86.0,False,False,False,Aerial dominant CB,CB,18.02,18.28,24.01,22.1,26.17,36.96,26.44,14.01,39.37,36.12,56.5,61.4,49.39,41.33,66.99,41.25,17.05,51.35,76.23,75.63,68.47,19.99,43.62,83.84,84.2,64.27,55.16,71.26,76.42,,,35.06,35.06,,,,33.48,34.47,17.26,51.6,62.59,27.49
376695,T. Chalobah,Trevoh Chalobah,26.0,1999-07-05,Sierra Leone|England,Premier League,Chelsea,https://cdn5.wyscout.com/photos/team/public/25_120x120.png,004592,2028-06-30,13000000.0,€13.0M,2721,False,31.0,False,CB,"['RCB', 'RCB3', 'LCB']",right,192.0,84.0,False,False,False,Low-impact CB,CB,81.98,82.17,69.58,71.31,78.75,75.13,59.76,56.45,59.87,74.0,67.37,52.89,54.79,54.27,30.1,74.25,71.22,46.64,30.72,36.2,42.62,54.53,57.28,28.3,38.94,56.88,71.47,54.47,16.06,,,35.06,35.06,,,,33.48,34.47,37.58,70.27,40.32,61.24
380617,G. Mancini,Gianluca Mancini,29.0,1996-04-17,Italy,SerieA,Roma,https://cdn5.wyscout.com/photos/team/public/87_120x120.png,972534,2027-06-30,25000000.0,€25.0M,3380,False,36.0,False,CB,"['CB', 'RCB3', 'RCB']",right,190.0,77.0,False,False,False,Aerial dominant CB,CB,51.98,53.1,62.57,38.86,39.84,61.67,59.76,31.97,51.54,61.18,42.82,62.69,68.39,78.88,42.33,61.31,51.38,40.24,33.32,64.05,83.81,54.53,57.0,40.77,40.56,46.05,6.63,22.99,42.2,,,35.06,35.06,,,,33.48,34.47,81.51,79.19,51.55,27.49
384549,A. Vogliacco,Alessandro Vogliacco,27.0,1998-09-14,Italy,SerieA,PAOK,https://cdn5.wyscout.com/photos/team/public/437_120x120.png,,2027-06-30,2000000.0,€2.0M,910,False,13.0,True,CB,"['RCB', 'CB']",right,186.0,82.0,False,False,False,Low-impact CB,CB,18.02,18.28,24.01,98.74,30.97,30.36,26.44,14.01,14.4,80.13,59.98,42.82,49.39,81.43,49.78,93.15,50.31,27.57,37.37,47.32,32.75,92.68,50.95,31.32,46.53,30.56,17.84,38.92,90.38,,,35.06,35.06,,,,33.48,34.47,74.71,30.19,71.24,27.49
385255,E. Mašović,Erhan Mašović,26.0,1998-11-22,Serbia|Bosnia and Herzegovina,Bundesliga,Bochum,https://cdn5.wyscout.com/photos/team/public/97_120x120.png,0000FF,2026-06-30,5000000.0,€5.0M,1002,False,16.0,False,CB,"['LCB', 'RCB3']",right,189.0,82.0,False,False,False,Ball-stealing CB,CB,70.33,70.73,75.86,81.42,85.51,36.96,79.94,14.01,75.09,28.42,18.72,14.34,14.34,42.65,51.42,93.15,26.98,8.0,50.86,28.39,52.42,38.38,17.96,24.62,28.41,82.35,69.99,77.08,78.99,,,35.06,35.06,,,,33.48,34.47,63.03,26.29,43.32,27.49
385803,Cláudio Falcão,Cláudio Falcão Santos,30.0,1994-07-03,Brazil|Portugal,Liga Portuguesa,Farense,https://cdn5.wyscout.com/photos/team/public/g1729_120x120.png,,2025-06-30,1000000.0,€1.0M,3068,False,31.0,False,CB,"['CB', 'RCMF', 'LCMF']",right,187.0,79.0,False,False,False,Ball-stealing CB,CB,43.0,43.53,54.32,38.54,23.8,61.67,59.76,72.19,57.15,9.75,3.34,14.34,14.34,52.16,34.04,57.57,63.99,19.15,28.76,37.32,84.45,28.03,46.04,30.79,55.9,92.59,21.73,74.04,64.39,,,35.06,35.06,,,,33.48,34.47,92.03,31.51,64.55,61.24
387417,M. Bernauer,Maxime Bernauer,27.0,1998-07-01,France,Ligue 1,Saint-Étienne,https://cdn5.wyscout.com/photos/team/public/17_120x120.png,378341,2027-06-30,2000000.0,€2.0M,843,False,11.0,False,CB,['RCB'],right,186.0,77.0,False,False,False,Ball-playing CB,CB,18.02,18.28,24.01,6.05,63.12,2.43,26.44,14.01,14.4,56.34,64.02,14.34,14.34,62.75,73.56,6.05,6.05,71.53,79.73,17.82,18.25,19.99,15.87,56.19,12.24,52.86,20.18,64.53,28.41,,,35.06,35.06,,,,33.48,34.47,61.93,45.31,74.43,82.43
387419,D. Upamecano,Dayot Upamecano,27.0,1998-10-27,France|Guinea-Bissau,Bundesliga,Bayern München,https://cdn5.wyscout.com/photos/team/public/2_120x120.png,da314b,2026-06-30,0.0,No disponible / 0 €,1651,False,19.0,False,CB,['RCB'],right,186.0,90.0,False,False,False,Ball-playing CB,CB,77.67,77.8,63.63,81.42,79.74,67.27,26.44,56.45,40.89,97.48,97.11,52.89,38.12,94.63,89.59,22.97,32.44,75.41,90.15,91.08,88.87,22.81,98.56,81.82,73.86,29.4,2.82,13.15,8.27,,,35.06,35.06,,,,33.48,34.47,17.26,17.62,55.22,27.49
391059,D. Hancko,Dávid Hancko,27.0,1997-12-13,Slovakia,LaLiga,Atlético Madrid,https://cdn5.wyscout.com/photos/team/public/47_120x120.png,d6260b,2030-06-30,35000000.0,€35.0M,1093,False,13.0,False,CB,"['LCB', 'LB', 'LCB3']",left,188.0,80.0,False,False,False,Low-impact CB,CB,18.02,18.28,24.01,37.98,11.65,61.67,76.93,81.67,82.87,26.11,38.24,30.26,45.58,75.06,72.27,6.05,6.05,82.16,80.26,38.53,5.57,19.99,91.32,15.36,13.88,2.07,2.82,2.7,16.06,,,35.06,35.06,,,,33.48,34.47,25.26,2.6,2.76,27.49
392421,M. Šverko,Marin Šverko,27.0,1998-02-04,Germany|Croatia,SerieA,Venezia,https://cdn5.wyscout.com/photos/team/public/201_120x120.png,,2026-06-30,1200000.0,€1.2M,824,False,11.0,False,CB,"['LCB3', 'CB']",left,187.0,81.0,False,False,False,Ball-stealing CB,CB,76.81,76.94,24.01,98.74,91.87,25.96,26.44,39.74,61.93,50.71,15.98,14.34,14.34,70.42,60.32,93.15,78.69,39.71,55.07,91.22,86.3,90.32,91.61,14.77,24.67,76.83,39.97,35.38,29.84,,,35.06,35.06,,,,33.48,34.47,34.53,70.94,76.32,27.49
