id,name,full_name,age,birth_date,passport_country_names,league,current_team_name,current_team_logo,current_team_color,contract_expires,market_value,market_value_str,minutes_on_field,low_minutes_flag,total_matches,on_loan,main_position,positions_clean,foot,height,weight,goals_avg,non_penalty_goal_avg,head_goals_avg,shots_on_target_percent,shot_efficiency_avg,xg_shot_avg,assists_avg,xg_assist_avg,key_passes_avg,accurate_passes_percent,accurate_pass_avg,accurate_crosses_percent,accurate_crosses_avg,successful_progressive_pass_percent,accurate_progressive_pass_avg,successful_dribbles_percent,dribble_efficiency,progressive_run_avg,real_progression,duels_won,duels_won_avg,offensive_duels_won,defensive_duels_won,aerial_duels_won,aerial_duels_won_avg,successful_defensive_actions_avg,tackle_avg,interceptions_avg,shot_block_avg,conceded_goals_avg,shots_against_avg,save_percent,xg_save_avg,prevented_goals_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,direct_free_kick_taker,direct_free_kicks_on_target_percent,corner_taker,penalty_taker,penalties_conversion_percent,fouls_avg,foul_suffered_avg,yellow_cards_avg,red_cards_avg,player_role
-138413,Jorge Aguirre,Jorge Aguirre de Céspedes,25.0,2000-01-05,Spain,Liga Portuguesa,Gil Vicente,https://cdn5.wyscout.com/photos/team/public/1535_120x120.png,ff0000,2027-06-30,300000.0,€300K,1482,False,30.0,False,FW,['CF'],right,183.0,78.0,0.18,0.18,0.06,26.67,-0.020000000000000018,0.2,0.12,0.07,0.3,72.34,12.391841999999999,37.5,0.18375,50.0,0.73,43.75,0.84875,0.55,2.01,28.32,6.742991999999999,27.17,45.61,28.92,1.457568,3.16,0.24,1.34,0.12,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.52,1.28,0.12,0.06,Target man
-138267,Otávio,Otávio Ataide da Silva,23.0,2002-04-21,Brazil,"Liga Portuguesa, Ligue 1",Porto,https://cdn5.wyscout.com/photos/team/public/157_120x120.png,1e6ae3,2028-06-30,8570963.070238957,€8.6M,2762,False,16.59304851556843,False,CB,"['LCB', 'LCB3']",left,188.0,78.0,0.0659304851556843,0.0659304851556843,0.03296524257784215,25.356864590876178,0.02615133960897901,0.03977914554670529,0.0,0.006593048515568429,0.03296524257784215,87.9397755249819,57.311427873429665,18.836339608979,0.049883564833409444,68.83417451122376,6.707204954996721,72.52676683562636,0.3537793715506976,1.302932657494569,11.046937002172339,58.57889210716871,7.748619453822985,52.57464880521361,69.95157856625633,47.47528240405504,1.254695052186994,7.854608979000724,0.3888957277335265,4.04019188993483,0.3942903692976104,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.0751737871107894,1.5311042722664736,0.2965930485155684,0.03406951484431572,Ball-playing CB
-138158,J. Mutombo,Jonathan Mutombo Mawesi,22.0,2002-08-27,France|Congo DR,Liga Portuguesa,Gil Vicente,https://cdn5.wyscout.com/photos/team/public/1535_120x120.png,ff0000,,0.0,No disponible / 0 €,869,False,14.0,False,LB,"['LB', 'RB', 'LB5']",right,190.0,76.0,0.0,0.0,0.0,16.67,-0.02,0.02,0.0,0.02,0.1,78.81,27.347070000000002,41.67,0.516708,62.69,4.350686,42.11,0.8295669999999999,1.45,8.39,52.02,9.321984,37.5,67.11,50.0,1.035,8.6,0.1,3.21,0.0,,,0.0,0.0,,,,False,0.0,True,False,0.0,1.14,1.45,0.31,0.0,Low-impact full-back
-138145,E. Agbadou,Emmanuel Agbadou,28.0,1997-06-17,Côte d'Ivoire,"Ligue 1, Premier League",Wolverhampton Wanderers,https://cdn5.wyscout.com/photos/team/public/319_120x120.png,,,9000000.0,€9.0M,2565,False,22.581286549707603,False,CB,"['RCB', 'LCB']",right,192.0,80.0,0.03560233918128655,0.03560233918128655,0.03560233918128655,23.08,-0.008900584795321638,0.04450292397660819,0.0,0.017801169590643276,0.03560233918128655,85.47,40.242774771929824,50.0,0.24476608187134505,69.87,5.615611252631579,81.25,0.4555986842105263,0.8811578947368421,8.91838596491228,62.540000000000006,6.212131115789474,49.02,72.81,57.32,1.6478863111111113,7.084865497076024,0.17801169590643276,3.9963625730994154,0.7743508771929825,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.4895321637426901,0.24921637426900586,0.10680701754385964,0.03560233918128655,Low-impact CB
-138117,O. Liimatta,Otso Liimatta,20.0,2004-07-10,Finland,Liga Portuguesa,Famalicão,https://cdn5.wyscout.com/photos/team/public/4103_120x120.png,081a35,2027-06-30,1000000.0,€1.0M,144,True,5.0,False,LW,"['LW', 'LAMF', 'CF']",left,170.0,60.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-137908,H. Ekitiké,Hugo Ekitiké,23.0,2002-06-20,France|Cameroon,"Bundesliga, Premier League",Liverpool,https://cdn5.wyscout.com/photos/team/public/24_120x120.png,ca0f0f,2031-06-30,0.0,No disponible / 0 €,2761,False,20.529880478087648,False,FW,['CF'],right,190.0,76.0,0.4213147410358566,0.39199203187250997,0.029322709163346616,36.09940239043824,-0.189203187250996,0.6105179282868526,0.16398406374501992,0.10330677290836654,0.7145418326693227,77.65669322709164,14.149977673624228,33.6795219123506,0.25144245462770437,71.09764940239043,0.9749158952715034,55.12414342629482,1.9245793071221093,2.608207171314741,3.979442231075697,33.02418326693227,7.471859613117252,30.798127490039835,55.058167330677286,40.48725099601593,1.5291599180965378,2.963187250996016,0.06597609561752987,1.53597609561753,0.09800796812749005,,,0.0,0.0,,,,False,0.0,False,True,24.435346613545818,1.4333466135458166,0.45796812749003984,0.029322709163346616,0.0,Creative forward
-137904,F. Doucouré,Fodé Doucouré,24.0,2001-02-03,Mali,Ligue 1,Le Havre,https://cdn5.wyscout.com/photos/team/public/556_120x120.png,0000FF,,350000.0,€350K,618,False,12.0,False,RW,"['RW', 'RAMF', 'RB']",right,172.0,61.0,0.29,0.29,0.0,44.44,0.10999999999999999,0.18,0.15,0.34,0.73,78.93,30.001293,39.02,2.329494,71.43,5.8286880000000005,55.56,0.727836,1.75,9.91,52.56,5.970816,37.04,73.53,25.0,0.4375,7.57,0.0,3.9300000000000006,0.0,,,0.0,0.0,,,,False,0.0,True,False,0.0,0.73,0.15,0.0,0.0,Goal-scoring winger
-137878,T. Iroegbunam,Tim Emeka Iroegbunam,22.0,2003-06-30,England|Nigeria,Premier League,Everton,https://cdn5.wyscout.com/photos/team/public/37_120x120.png,00359a,2027-06-30,4000000.0,€4.0M,664,False,21.0,False,DMF,"['RDMF', 'LDMF']",right,183.0,70.0,0.0,0.0,0.0,0.0,-0.02,0.02,0.14,0.04,0.14,80.63,17.488647,0.0,0.0,47.62,1.3571699999999998,50.0,0.95,1.49,4.34,51.63,10.708062,37.5,66.67,58.82000000000001,1.35286,12.74,0.95,6.1,1.49,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.49,1.36,0.81,0.0,Ball-winning midfielder
-137390,T. Oermann,Tim Oermann,21.0,2003-10-06,Germany,Bundesliga,Sturm Graz,https://cdn5.wyscout.com/photos/team/public/423_120x120.png,,2026-06-30,4000000.0,€4.0M,2369,False,27.0,True,CB,"['RCB3', 'RB']",right,187.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029999999999999995,0.04,84.46,27.052538,40.0,0.304,60.87,3.189588,50.0,0.305,0.91,6.15,57.93000000000001,8.735844,37.88,74.5,44.87,1.328152,10.03,0.57,3.7999999999999994,0.46,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.57,0.27,0.0,0.0,Ball-stealing CB
-137291,M. Cho,Mohamed-Ali Cho,21.0,2004-01-19,France|England,Ligue 1,Nice,https://cdn5.wyscout.com/photos/team/public/63_120x120.png,,2028-06-30,10000000.0,€10.0M,1387,False,23.0,False,AM,"['AMF', 'CF', 'LWF']",left,181.0,66.0,0.19000000000000003,0.19000000000000003,0.06,38.46,0.0,0.19000000000000003,0.32,0.2,1.04,78.14,18.55825,29.17,0.907187,79.63,2.78705,61.73,3.2469979999999996,4.02,7.52,44.48,9.407519999999998,45.21,66.04,30.61,0.9733979999999999,4.22,0.06,1.88,0.13,,,0.0,0.0,,,,False,0.0,True,False,0.0,0.52,1.62,0.06,0.0,Goal-scoring attacking midfielder
-137286,J. Gittens,Jamie Bynoe-Gittens,20.0,2004-08-08,England|Barbados,"Bundesliga, Premier League",Chelsea,https://cdn5.wyscout.com/photos/team/public/25_120x120.png,004592,2028-06-30,28000000.0,€28.0M,2249,False,27.265006669630946,False,LW,"['LAMF', 'LW', 'LWF']",right,175.0,70.0,0.2795286794130725,0.2795286794130725,0.04110715873721654,43.233445975989326,0.09087149844375284,0.1886571809693197,0.16422854602045353,0.16422854602045353,0.682178746109382,79.67654957759004,20.530871906121014,26.557274344152958,0.7444042966654218,75.91373499333038,1.7657318731034264,63.05974210760337,4.8959006168658314,4.603508225878167,6.929479768786127,46.96064473099155,10.860264030007704,46.45276567363272,55.98140506891952,31.044650955980433,0.322052708992347,4.79815028901734,0.19731436193863938,1.840907069808804,0.04090706980880391,,,0.0,0.0,,,,False,0.0,True,False,0.0,1.2020142285460205,1.8781502890173412,0.15620720320142287,0.0,Dribbler winger
-136986,B. Verbruggen,Bart Verbruggen,23.0,2002-08-18,Netherlands,Premier League,Brighton,https://cdn5.wyscout.com/photos/team/public/1169_120x120.png,255da6,2028-06-30,18000000.0,€18.0M,3950,False,39.0,False,GK,['GK'],right,194.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.46,22.879535999999998,0.0,0.0,73.45,3.7826750000000002,100.0,0.05,0.0,5.15,86.21,0.568986,100.0,0.0,87.5,0.315,0.84,0.0,0.84,0.0,1.37,3.33,58.9,1.17,-0.194,1.25,0.36,False,,False,False,0.0,0.0,0.07,0.09,0.0,Overrated ball-playing GK
-136961,Manu,Manuel Jorge Silva,23.0,2001-06-12,Portugal,Liga Portuguesa,Benfica,https://cdn5.wyscout.com/photos/team/public/158_120x120.png,d00202,2027-06-30,1500000.0,€1.5M,1633,False,25.0,False,CB,"['RCB3', 'DMF', 'LDMF']",right,189.0,83.0,0.11,0.11,0.11,35.29,0.020000000000000004,0.09,0.11,0.020000000000000004,0.22,82.53,35.933561999999995,55.56000000000001,0.27780000000000005,74.87,8.213239000000002,66.67,0.553361,0.22,11.190000000000001,57.14,9.919504,43.86,58.27,67.44,3.196656,9.98,0.05999999999999999,5.84,0.17,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.76,0.72,0.28,0.0,Ball-stealing CB
-136930,Nilton Varela,Nilton Varela Lopes,23.0,2001-05-25,Portugal|Cape Verde Islands,Liga Portuguesa,Estrela Amadora,https://cdn5.wyscout.com/photos/team/public/g-12861_120x120.png,,2025-06-30,600000.0,€600K,2307,False,27.0,False,LWB,"['LWB', 'LB', 'LB5']",left,182.0,78.0,0.0,0.0,0.0,12.5,-0.03,0.03,0.08,0.06,0.27,65.22,14.70711,34.55,0.7428249999999998,53.73,2.810079,49.09,1.0554350000000001,0.62,5.8500000000000005,52.83,8.738081999999999,41.67,66.67,51.69,1.793643,8.0,0.16,3.94,0.23,,,0.0,0.0,,,,False,0.0,True,False,0.0,0.94,1.44,0.16,0.0,Defensive wing-back
-136928,K. Shinga,Kwenzokuhle Nkanyiso Shinga,24.0,2000-03-30,South Africa,Liga Portuguesa,Alverca,https://cdn5.wyscout.com/photos/team/public/g1691_120x120.png,,2025-06-30,300000.0,€300K,416,True,7.0,False,CB,['LCB3'],left,175.0,72.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,77.85,26.60913,33.33,0.21664500000000003,57.14,3.4626840000000003,0.0,0.0,0.22,6.28,48.08,5.409,28.57,58.33,33.33,0.8665800000000001,8.22,0.0,5.1899999999999995,1.3000000000000003,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.6500000000000001,0.43,0.0,0.0,No role assigned
-136894,C. Özkacar,Cenk Özkacar,25.0,2000-10-06,Türkiye,"Bundesliga, LaLiga",Köln,https://cdn5.wyscout.com/photos/team/public/335_120x120.png,da352d,2028-06-30,4000000.0,€4.0M,1016,False,7.123031496062992,True,CB,['LCB3'],right,190.0,85.0,0.0,0.0,0.0,0.0,-0.007076771653543307,0.007076771653543307,0.0,0.0,0.0,83.53,24.714841601377955,0.0,0.0,64.29,3.985499090551181,100.0,0.09199803149606298,0.35383858267716534,6.553090551181103,56.07,5.31307951476378,44.44,63.160000000000004,46.88,1.3303538110236222,6.022332677165354,0.09199803149606299,3.807303149606299,0.2689173228346457,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.4458366141732284,0.09199803149606299,0.09199803149606299,0.0,Low-impact CB
-136893,Pedro Pinho,Pedro Nuno Almeida Pinho,24.0,2000-04-06,Portugal,Liga Portuguesa,Chaves,https://cdn5.wyscout.com/photos/team/public/1978_120x120.png,800000,2025-06-30,200000.0,€200K,32,True,2.0,False,MF,"['RCMF', 'AMF', 'LCMF']",right,189.0,82.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-136740,D. Scarlett,Dane Scarlett,21.0,2004-03-24,England|Jamaica,Premier League,Tottenham Hotspur,https://cdn5.wyscout.com/photos/team/public/26_120x120.png,1d3752,2027-06-30,1800000.0,€1.8M,50,True,3.0,False,FW,['CF'],right,180.0,73.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-136704,J. Quansah,Jarell Amorin Quansah,22.0,2003-01-29,England|Scotland,"Bundesliga, Premier League",Bayer Leverkusen,https://cdn5.wyscout.com/photos/team/public/94_120x120.png,,2030-06-30,0.0,No disponible / 0 €,1375,False,10.162909090909091,False,CB,"['RCB3', 'RCB']",right,190.0,78.0,0.06736,0.06736,0.06736,45.92727272727273,0.02898909090909091,0.038370909090909094,0.0,0.006123636363636363,0.06589818181818181,90.36875636363636,52.05236423181541,12.91992,0.06747392983854546,68.14570181818182,5.129720981912331,32.707803636363636,0.27827323583947106,1.4386545454545456,8.966232727272727,58.965861818181814,7.101569649671405,54.93368727272727,70.18496727272726,56.096909090909094,1.5043110332826446,7.071505454545455,0.32775272727272725,3.664210909090909,0.45421090909090905,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.7819636363636364,0.7884872727272726,0.32775272727272725,0.0,Ball-playing CB
-136617,Chiquinho,Francisco Jorge Tavares Oliveira,25.0,2000-02-05,Portugal|Cape Verde Islands,"LaLiga, Liga Portuguesa",Mallorca,https://cdn5.wyscout.com/photos/team/public/g1691_120x120.png,,2026-06-30,3000000.0,€3.0M,784,False,10.704081632653061,False,LW,"['RCMF3', 'LW', 'LCMF']",right,175.0,72.0,0.23112244897959183,0.23112244897959183,0.0,25.0,0.019260204081632648,0.21186224489795918,0.23112244897959183,0.11556122448979592,0.3466836734693878,69.63,10.789053042091837,25.0,0.4598373724489796,86.36,2.178937704081633,50.7,4.130562627551021,3.216454081632653,5.739540816326531,43.82,12.625972857142859,47.69,47.46,35.29,0.6898879910714285,6.201785714285715,0.46224489795918366,2.523086734693878,0.0,,,0.0,0.0,,,,False,0.0,True,False,0.0,2.7542091836734692,3.1008928571428576,0.5778061224489796,0.0,Defensive winger
-136606,João Mendes,João Miguel Teixeira Mendes,25.0,2000-04-13,Portugal,Liga Portuguesa,Vitória Guimarães,https://cdn5.wyscout.com/photos/team/public/160_120x120.png,,2028-06-30,1000000.0,€1.0M,2938,False,31.0,False,LB,['LB'],left,179.0,72.0,0.0,0.0,0.0,29.41,-0.03,0.03,0.0,0.05,0.25,77.3,34.42942,29.75,1.103725,72.99,6.123861,70.97,0.6742149999999999,1.38,9.77,55.53000000000001,7.230006000000002,44.29,65.89,51.04,1.5005760000000001,8.79,0.37,4.1,0.06,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.9799999999999999,0.37,0.28,0.0,Defensive full-back
-136497,N. Pesch,Noah Pesch,20.0,2005-05-18,Germany|Croatia,Bundesliga,Magdeburg,https://cdn5.wyscout.com/photos/team/public/g2818_120x120.png,0000FF,,0.0,No disponible / 0 €,8,True,1.0,True,RW,['RAMF'],right,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-136021,Diogo Spencer,Diogo Filipe Spencer Marques,20.0,2004-04-17,Portugal,Liga Portuguesa,Benfica II,https://cdn5.wyscout.com/photos/team/public/g2891_120x120.png,d00202,2029-06-30,0.0,No disponible / 0 €,6,True,1.0,False,RB,['RB'],right,176.0,64.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-135995,M. Pannewig,Mats Pannewig,20.0,2004-10-28,Germany,Bundesliga,Bochum,https://cdn5.wyscout.com/photos/team/public/97_120x120.png,0000FF,2028-06-30,125000.0,€125K,328,True,14.0,False,MF,"['LCMF3', 'RCMF3', 'LCMF']",left,195.0,90.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-135985,E. Caumont,Enzo Caumont,21.0,2004-03-13,France,Ligue 1,Cannes,https://cdn5.wyscout.com/photos/team/public/2210_120x120.png,,,0.0,No disponible / 0 €,40,True,2.0,False,MF,"['RCMF3', 'AMF']",right,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-135913,L. Avdullahu,Leon Avdullahu,21.0,2004-02-23,Switzerland|Kosovo,Bundesliga,Hoffenheim,https://cdn5.wyscout.com/photos/team/public/337_120x120.png,088dde,2029-06-30,0.0,No disponible / 0 €,1039,False,11.0,False,DMF,"['DMF', 'RDMF', 'RCMF']",right,185.0,79.0,0.0,0.0,0.0,20.0,-0.03,0.03,0.09,0.05,0.17,87.9,42.78972000000001,25.0,0.1725,87.65,6.15303,50.0,0.26,0.61,7.63,58.39,6.930893,44.83,64.52,61.9,1.12658,6.93,0.17,3.29,0.09,,,0.0,0.0,,,,False,0.0,True,False,0.0,0.87,0.69,0.17,0.0,Box-to-box midfielder
-135805,Q. Hartman,Quilindschy Hartman,24.0,2001-11-14,Netherlands|Curaçao,Premier League,Burnley,https://cdn5.wyscout.com/photos/team/public/318_120x120.png,621239,,0.0,No disponible / 0 €,1183,False,12.0,False,LB,"['LB5', 'LB']",left,183.0,72.0,0.0,0.0,0.0,40.0,-0.01,0.01,0.3,0.13,0.4600000000000001,72.52,21.68348,28.13,0.683559,59.09,3.9531210000000003,44.44,0.302192,0.38,7.07,51.37,5.7072069999999995,50.0,61.9,36.36,0.607212,7.84,0.15,3.73,0.15,,,0.0,0.0,,,,False,0.0,True,False,0.0,0.53,0.15,0.08,0.0,Attacking full-back
-135766,Y. Yarmoliuk,Yegor Yarmoliuk,21.0,2004-03-01,Ukraine,Premier League,Brentford,https://cdn5.wyscout.com/photos/team/public/1186_120x120.png,ff0000,2031-06-30,10000000.0,€10.0M,2474,False,36.0,False,DMF,"['LDMF', 'RDMF', 'RCMF3']",right,180.0,72.0,0.0,0.0,0.0,26.67,-0.03,0.03,0.0,0.03,0.04,86.79,33.691878,36.84,0.254196,72.46,3.637491999999999,36.84,0.508392,0.8,5.819999999999999,50.11,8.293205,34.75,63.71,27.5,0.40149999999999997,9.2,0.07,3.64,0.44,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.24,0.58,0.22,0.0,Ball-winning midfielder
-135722,A. Kemlein,Aljoscha Kemlein,21.0,2004-08-02,Germany,Bundesliga,Union Berlin,https://cdn5.wyscout.com/photos/team/public/1129_120x120.png,c22b24,,3000000.0,€3.0M,1015,False,17.0,False,MF,"['LCMF', 'RCMF', 'RCMF3']",right,187.0,82.0,0.0,0.0,0.0,9.09,-0.07,0.07,0.0,0.03,0.09,79.76,29.702624000000004,50.0,0.175,71.95,5.230765,50.0,0.265,0.8,8.07,51.08,6.298163999999999,34.38,62.75,48.28,1.240796,6.38,0.0,3.55,0.18,,,0.0,0.0,,,,False,0.0,True,False,0.0,0.89,0.53,0.09,0.0,Box-to-box midfielder
-135711,Javi Rueda,Javier Rueda Garcia,23.0,2002-05-08,Spain,LaLiga,Celta de Vigo,https://cdn5.wyscout.com/photos/team/public/783_120x120.png,679dcd,,0.0,No disponible / 0 €,488,True,8.0,False,RWB,"['RWB', 'RB5']",right,177.0,74.0,0.18,0.18,0.0,25.0,0.07999999999999999,0.1,0.18,0.2,0.37,75.76,27.667552000000004,27.27,0.5535809999999999,57.14,3.68553,87.5,1.295,0.74,7.19,53.62,6.825825999999999,52.63,59.46,25.0,0.185,10.14,0.74,5.35,0.18,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.84,0.74,0.55,0.0,No role assigned
-135617,L. Hall,Lewis Hall,21.0,2004-09-08,England,Premier League,Newcastle United,https://cdn5.wyscout.com/photos/team/public/36_120x120.png,,2026-06-30,18000000.0,€18.0M,1809,False,21.0,False,LB,"['LB', 'LB5']",left,179.0,69.0,0.0,0.0,0.0,10.0,-0.02,0.02,0.2,0.14,0.35,83.97,35.972748,22.22,0.49772800000000006,70.7,5.52167,58.62,0.8441279999999999,1.19,9.0,47.16,7.861572,38.39,54.61,48.72,0.9451679999999999,7.61,0.3,3.48,0.35,,,0.0,0.0,,,,False,0.0,True,False,0.0,0.25,0.95,0.0,0.0,Attacking full-back
-135550,Yellu Santiago,Jesús Santiago Pérez,21.0,2004-05-25,Spain,"LaLiga, SerieA",Hellas Verona,https://cdn5.wyscout.com/photos/team/public/212_120x120.png,445395,,0.0,No disponible / 0 €,225,True,9.36,False,MF,"['RCMF', 'DMF', 'LCMF']",right,192.0,75.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-135524,Cristhian Mosquera,Cristhian Andrey Mosquera Ibarguen,21.0,2004-06-27,Spain|Colombia,"LaLiga, Premier League",Arsenal,https://cdn5.wyscout.com/photos/team/public/21_120x120.png,ca2b1d,,30000000.0,€30.0M,2937,False,23.848825331971398,False,CB,"['LCB', 'LCB3', 'RB']",right,188.0,78.0,0.026414708886619,0.026414708886619,0.0,100.0,0.008804902962206332,0.017609805924412667,0.0,0.0,0.0,93.2,39.92301491317671,50.0,0.03081716036772217,71.67,3.9503566945863122,33.33,0.06162815730337078,0.7396118488253319,6.251481103166496,61.6,6.589941573033708,36.36,77.18,48.44,0.9511161838610827,6.682921348314606,0.211317671092952,2.940837589376915,0.5194892747701737,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.2729519918283963,0.581123595505618,0.08804902962206333,0.0,Low-impact CB
-135504,S. Baidoo,Samson Baidoo,21.0,2004-03-31,Austria,Ligue 1,Lens,https://cdn5.wyscout.com/photos/team/public/66_120x120.png,d72f25,,8000000.0,€8.0M,1142,False,12.0,False,CB,"['CB', 'RCB']",right,186.0,76.0,0.16,0.16,0.16,42.86,0.08,0.08,0.0,0.05,0.08,93.85,39.71732,0.0,0.0,66.67,2.840142,75.0,0.24,0.16,4.42,61.589999999999996,6.700992,56.25,69.84,53.33,1.8932149999999999,9.54,0.16,5.91,1.65,,,0.0,0.0,,,,False,0.0,False,False,0.0,0.79,0.32,0.16,0.0,Ball-stealing CB
-135446,S. Bamba,Samuel Bamba,21.0,2004-02-13,Germany|Congo DR,Bundesliga,Bochum,https://cdn5.wyscout.com/photos/team/public/97_120x120.png,0000FF,2027-06-30,800000.0,€800K,55,True,5.0,False,LWB,"['LWB', 'LWF', 'LW']",right,179.0,70.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-135427,N. Collins,Pharrel Nnamdi Collins,21.0,2004-01-10,Germany|Nigeria,Bundesliga,Eintracht Frankfurt,https://cdn5.wyscout.com/photos/team/public/9_120x120.png,bc271a,2030-06-30,0.0,No disponible / 0 €,1986,False,29.0,False,CB,"['RCB3', 'RB', 'RCB']",right,188.0,79.0,0.05,0.05,0.0,28.57,0.010000000000000002,0.04,0.0,0.0,0.0,87.25,42.185375,27.78,0.227796,67.44,5.253575999999999,59.26,0.722972,1.59,9.38,55.53,9.334593,43.4,65.81,50.0,1.09,8.84,0.32,3.9,0.36,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.22,0.91,0.23,0.0,Ball-playing CB
-135216,U. Tohumcu,Umut Tohumcu,21.0,2004-08-11,Germany|Türkiye,Bundesliga,Hoffenheim,https://cdn5.wyscout.com/photos/team/public/337_120x120.png,088dde,2028-06-30,7000000.0,€7.0M,246,True,8.0,False,MF,"['LCMF3', 'RCMF', 'LAMF']",right,175.0,71.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,No role assigned
-135074,N. Brown,Nathaniel Brown,22.0,2003-06-16,Germany|United States,Bundesliga,Eintracht Frankfurt,https://cdn5.wyscout.com/photos/team/public/9_120x120.png,bc271a,2030-06-30,0.0,No disponible / 0 €,2688,False,33.0,False,LB,"['LB', 'LWB', 'LB5']",left,176.0,60.0,0.07,0.07,0.0,40.0,0.030000000000000006,0.04,0.27,0.19,0.57,83.68,26.953328000000003,33.82,0.771096,63.010000000000005,3.081189,64.41,1.275318,2.01,6.8999999999999995,52.84,8.401560000000002,45.7,68.44,27.27,0.29997,8.6,0.47,2.98,0.07,,,0.0,0.0,,,,False,0.0,True,False,0.0,0.64,0.9000000000000001,0.07,0.0,Attacking full-back
-134993,R. Philippe,Rayan Philippe,25.0,2000-10-23,France,Bundesliga,Hamburger SV,https://cdn5.wyscout.com/photos/team/public/5_120x120.png,ff0000,,1700000.0,€1.7M,716,False,11.0,False,RW,"['RWF', 'RW']",left,182.0,78.0,0.38,0.38,0.0,57.14,0.0,0.38,0.0,0.12,0.75,70.75,13.0746,42.11,1.006429,63.64,1.762828,51.61,2.01279,1.89,4.66,40.14,7.16499,41.43,55.56,14.29,0.377256,4.15,0.5,1.13,0.0,,,0.0,0.0,,,,False,0.0,False,False,0.0,1.38,0.38,0.25,0.0,No role assigned
