id,age,market_value,total_matches,primary_position_percent,secondary_position_percent,third_position_percent,height,weight,goals,goals_avg,non_penalty_goal,non_penalty_goal_avg,head_goals,head_goals_avg,shots,shots_avg,shots_on_target_percent,goal_conversion_percent,xg_shot,xg_shot_avg,touch_in_box_avg,assists,assists_avg,xg_assist,xg_assist_avg,key_passes_avg,shot_assists_avg,pre_assist_avg,pre_pre_assist_avg,passes_avg,accurate_passes_percent,forward_passes_avg,successful_forward_passes_percent,back_passes_avg,successful_back_passes_percent,vertical_passes_avg,successful_vertical_passes_percent,short_medium_pass_avg,accurate_short_medium_pass_percent,long_passes_avg,successful_long_passes_percent,average_pass_length,average_long_pass_length,deep_completed_pass_avg,deep_completed_cross_avg,pass_to_penalty_area_avg,accurate_pass_to_penalty_area_percent,passes_to_final_third_avg,accurate_passes_to_final_third_percent,through_passes_avg,successful_through_passes_percent,smart_passes_avg,accurate_smart_passes_percent,crosses_avg,accurate_crosses_percent,cross_from_left_avg,successful_cross_from_left_percent,cross_from_right_avg,successful_cross_from_right_percent,cross_to_goalie_box_avg,dribbles_avg,successful_dribbles_percent,accelerations_avg,progressive_run_avg,duels_avg,duels_won,offensive_duels_avg,offensive_duels_won,defensive_duels_avg,defensive_duels_won,aerial_duels_avg,aerial_duels_won,successful_defensive_actions_avg,tackle_avg,possession_adjusted_tackle,interceptions_avg,possession_adjusted_interceptions,shot_block_avg,fouls_avg,foul_suffered_avg,yellow_cards,yellow_cards_avg,red_cards,red_cards_avg,progressive_pass_avg,successful_progressive_pass_percent,vertical_passes_avg.1,conceded_goals,conceded_goals_avg,shots_against,shots_against_avg,clean_sheets,save_percent,xg_save,xg_save_avg,prevented_goals,prevented_goals_avg,back_pass_to_gk_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,free_kicks_taken_avg,direct_free_kicks_taken_avg,direct_free_kicks_on_target_percent,corners_taken_avg,penalties_taken,penalties_conversion_percent,successful_attacking_actions_avg,minutes_on_field,name,birth_date,primary_position,current_team_name,league,n_leagues,full_name,birth_day,birth_country_code,birth_country_name,passport_country_codes,passport_country_names,current_team_logo,current_team_color,last_club_name,contract_expires,on_loan,positions,secondary_position,third_position,foot,low_minutes_flag,accurate_pass_avg,accurate_crosses_avg,accurate_progressive_pass_avg,dribble_efficiency,real_progression,duels_won_avg,aerial_duels_won_avg,positions_clean,main_position,market_value_str,direct_free_kick_taker,corner_taker,penalty_taker,shot_efficiency_avg
-153710,20.0,0.0,4.0,57.0,42.0,0.0,173.0,65.0,0.0,0.0,0.0,,0.0,,1.0,,,0.0,0.13,0.0,,1.0,0.0,0.17,,0.0,,,,0.0,0.0,,,,,,,,,,,14.610000000000001,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,1.6700000000000002,0.0,1.6700000000000002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,86,B. Doak,2005-11-11,LAMF,Bournemouth,Premier League,1,Ben Gannon Doak,2005-11-11,XSC,Scotland,XSC,Scotland,https://cdn5.wyscout.com/photos/team/public/1173_120x120.png,e75556,Bournemouth,2030-06-30,False,LAMF|RAMF,RAMF,,right,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['LAMF', 'RAMF']",LW,No disponible / 0 €,False,False,False,0.0
-153690,20.0,1000000.0,2.0,100.0,0.0,0.0,183.0,70.0,0.0,0.0,0.0,,0.0,,1.0,,,0.0,0.02,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,14.4,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,7.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,38,D. Mubama,2004-10-25,CF,Manchester City U21,Premier League,1,Divin Mubama,2004-10-25,XEN,England,XEN|COD,England|Congo DR,https://cdn5.wyscout.com/photos/team/public/g22524_120x120.png,333333,Manchester City U21,,False,CF,,,left,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['CF'],FW,€1.0M,False,False,False,0.0
-153688,21.0,4500000.0,23.0,44.0,24.0,14.0,181.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.34,42.86,0.0,1.1,0.05,0.88,1.0,0.05,1.65,0.08,0.24,0.54,0.1,0.05,30.06,80.58,10.7,75.91,4.96,98.04,8.95,82.61,25.59,87.45,2.09,48.84,17.08,24.82,0.24,0.92,2.14,40.91,2.19,75.56,0.15,0.0,0.0,0.0,2.48,33.33,0.05,0.0,2.43,34.0,0.34,3.31,63.24,0.54,2.43,18.97,50.77,7.1,45.21,6.52,67.16,2.82,41.38,7.39,0.1,0.13,2.92,3.91,0.24,1.17,0.54,3.0,0.15,1.0,0.05,5.16,66.98,8.95,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.39,,,0.0,0.0,0.0,0.0,0.0,0.0,3.06,1850,B. Norton-Cuffy,2004-01-12,RB,Genoa,SerieA,1,Brooke Norton-Cuffy,2004-01-12,XEN,England,XEN|DMA,England|Dominica,https://cdn5.wyscout.com/photos/team/public/92_120x120.png,081f47,Genoa,2029-06-30,False,RB|RAMF|RWB,RAMF,RWB,right,False,24.222347999999997,0.826584,3.456168,2.093244,7.59,9.631069,1.1669159999999998,"['RB', 'RAMF', 'RWB']",RB,€4.5M,False,False,False,-0.05
-153619,22.0,6000000.0,23.0,35.0,17.0,13.0,178.0,67.0,4.0,0.27,4.0,0.27,0.0,0.0,24.0,1.62,33.33,16.667,2.8,0.19,1.8200000000000003,1.0,0.07,1.53,0.10000000000000002,0.41000000000000003,0.68,0.07,0.0,26.08,76.68,9.32,66.67,5.88,89.66,6.280000000000001,79.57,23.18,82.51,1.62,37.5,17.04,19.04,1.42,0.27,2.16,65.63,3.1099999999999994,54.349999999999994,0.34,80.0,0.20000000000000004,100.0,1.35,20.0,0.74,18.18,0.61,22.22,0.14,3.7800000000000002,39.29,0.27,2.23,24.39,44.6,11.89,34.09,5.47,70.37,3.38,38.0,7.030000000000001,0.61,0.8000000000000002,2.57,3.3599999999999994,0.0,1.01,1.7600000000000002,0.0,0.0,1.0,0.07,3.8499999999999996,73.68,6.280000000000001,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.41000000000000003,,,0.27,0.07,0.0,0.54,0.0,0.0,2.5,1332,J. Fazzini,2003-03-16,AMF,Fiorentina,SerieA,1,Jacopo Fazzini,2003-03-16,ITA,Italy,ITA,Italy,https://cdn5.wyscout.com/photos/team/public/78_120x120.png,4a18ae,Fiorentina,2027-06-30,False,AMF|LWF|CF,LWF,CF,right,False,19.998144,0.27,2.83668,1.4851619999999999,6.08,10.87794,1.2844,"['AMF', 'LWF', 'CF']",AM,€6.0M,False,True,False,0.08000000000000002
-153480,22.0,18000000.0,10.0,46.0,22.0,10.0,182.0,73.0,1.0,0.0,1.0,,0.0,,9.0,,,11.111,0.36,0.0,,0.0,0.0,0.16,,0.0,,,,0.0,0.0,,,,,,,,,,,17.95,18.17,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.42,0.0,2.92,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,334,A. Zakharyan,2003-05-26,LW,Real Sociedad,LaLiga,1,Arsen Zakharyan,2003-05-26,RUS,Russia,RUS,Russia,https://cdn5.wyscout.com/photos/team/public/771_120x120.png,385db4,Real Sociedad,2029-06-30,False,LW|RCMF|AMF,RCMF,AMF,right,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['LW', 'RCMF', 'AMF']",LW,€18.0M,False,False,False,0.0
-153466,20.0,0.0,4.0,78.0,21.0,0.0,178.0,68.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.02,,0.0,,,,0.0,0.0,,,,,,,,,,,16.73,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.14,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,82,S. Kılıçsoy,2005-08-15,CF,Cagliari,SerieA,1,Semih Kılıçsoy,2005-08-15,TUR,Türkiye,TUR,Türkiye,https://cdn5.wyscout.com/photos/team/public/75_120x120.png,001e4d,Cagliari,,True,CF|LAMF,LAMF,,right,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['CF', 'LAMF']",FW,No disponible / 0 €,False,False,False,0.0
-153369,24.0,1500000.0,23.03762429454448,32.36092448266595,20.33082504703037,17.66917495296963,188.0,83.0,1.3383499059392636,0.04684224670787423,1.3383499059392636,0.04684224670787423,0.6691749529696318,0.026766998118785273,10.691749529696319,0.43721848965331905,40.43748992206397,9.55983337812416,1.1666191883902177,0.04676699811878528,0.4840607363611932,0.0,0.0,0.1537597420048374,0.006691749529696318,0.0,0.12323300188121472,0.026766998118785273,0.026766998118785273,36.9131496909433,83.6020290244558,12.19142166084386,67.7857054555227,3.62647137866165,93.67511690405804,17.001875839828003,92.98954582101585,33.27931738779898,87.90999731255039,3.5306745498521908,45.057739854877724,19.63594195108842,33.921056167696854,0.14330825047030368,0.0,0.5060897608169848,24.080306369255577,4.087215802203709,61.48428379467885,0.3167669981187853,31.410319806503626,0.023157753292125775,0.0,0.09646600376242946,0.0,0.026766998118785273,0.0,0.0763907551733405,0.0,0.023157753292125775,0.9909782316581565,51.0773716742811,0.07,0.7960897608169847,14.344297231926902,54.63624832034399,3.1887261488847085,41.52843321687718,5.466844934157484,63.93324106423004,3.5810561676968558,54.34606019887127,9.55849771566783,0.1940607363611932,0.24090298306906746,5.855036280569738,6.88150497178178,0.5596237570545552,1.087444235420586,0.5309029830690675,4.007524858908895,0.17007524858908896,0.3308250470303682,0.023157753292125775,5.373230314431605,50.17089223327063,17.001875839828003,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.5532330018812147,,,0.0,0.0,0.0,0.0,0.0,0.0,0.677293738242408,3721,M. Gbane,2000-12-25,DMF,Reims,"Liga Portuguesa, Ligue 1",2,Roman Mory Diaman Gbane,2000-12-25,CIV,Côte d'Ivoire,CIV,Côte d'Ivoire,https://cdn5.wyscout.com/photos/team/public/568_120x120.png,d12d1f,Reims,2027-06-30,False,DMF|RDMF|RCMF,RDMF,RCMF,right,False,30.860142118463237,0.0,2.6957975904989087,0.506165634595255,6.1693200752485895,7.837185855443811,1.9461629406519256,"['DMF', 'RDMF', 'RCMF']",DMF,€1.5M,False,False,False,7.524858908895121e-05
-153186,22.0,6000000.0,23.0,32.0,30.0,14.0,177.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.56,9.09,0.0,0.31,0.02,0.46,0.0,0.0,0.2,0.01,0.1,0.14999999999999997,0.0,0.0,34.43,89.87,8.06,75.79999999999998,6.98,98.53,14.16,94.93,32.58,91.97,1.5399999999999998,56.67,16.98,22.56,0.62,0.1,0.7699999999999999,66.67,3.03,84.75,0.14999999999999997,0.0,0.0,0.0,0.36,28.57,0.05,100.0,0.26,20.0,0.0,1.69,57.58,0.31,1.33,16.88,53.5,7.49,45.21,6.409999999999999,68.0,1.08,28.57,6.77,0.21,0.27,2.21,2.87,0.14999999999999997,1.5399999999999998,1.49,5.0,0.26,0.0,0.0,3.0799999999999996,58.33,14.16,0.0,,0.0,,0.0,0.0,0.0,0.0,,,1.33,,,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1754,W. Bondo,2003-09-15,DMF,Cremonese,SerieA,1,Warren Pierre Bondo,2003-09-15,FRA,France,FRA|COD,France|Congo DR,https://cdn5.wyscout.com/photos/team/public/197_120x120.png,ff0000,Cremonese,2027-06-30,True,DMF|RCMF|RCMF3,RCMF,RCMF3,right,False,30.942241,0.102852,1.7965639999999996,0.9731019999999999,4.41,9.0308,0.30855600000000005,"['DMF', 'RCMF', 'RCMF3']",DMF,€6.0M,False,False,False,-0.02
-153183,22.0,7000000.0,5.0,76.0,21.0,0.0,206.0,98.0,1.0,0.0,1.0,,0.0,,1.0,,,100.0,0.33999999999999997,0.0,,0.0,0.0,0.04,,0.0,,,,0.0,0.0,,,,,,,,,,,17.36,27.55,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.63,0.0,6.88,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,233,I. Touré,2003-03-28,LCB3,Lorient,SerieA,1,Souleymane Isaak Touré,2003-03-28,FRA,France,FRA|CIV,France|Côte d'Ivoire,https://cdn5.wyscout.com/photos/team/public/62_120x120.png,e68734,Lorient,2028-06-30,False,LCB3|RCB,RCB,,left,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['LCB3', 'RCB']",CB,€7.0M,False,False,False,0.0
-152937,23.0,400000.0,7.0,61.0,15.0,10.0,173.0,66.0,0.0,0.0,0.0,,0.0,,3.0,,,0.0,0.1,0.0,,0.0,0.0,0.1,,0.0,,,,0.0,0.0,,,,,,,,,,,16.1,11.38,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,185,B. Old,2002-08-13,RWF,Saint-Étienne II,Ligue 1,1,Ben Old,2002-08-13,NZL,New Zealand,NZL,New Zealand,https://cdn5.wyscout.com/photos/team/public/4296_120x120.png,378341,Saint-Étienne II,,False,RWF|CF|LWF,CF,LWF,left,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['RWF', 'CF', 'LWF']",RW,€400K,False,False,False,0.0
-152908,21.0,0.0,13.0,31.0,30.0,15.0,179.0,79.0,1.0,0.0,1.0,,0.0,,8.0,,,12.5,0.44,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,16.48,28.320000000000004,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.41,0.0,9.04,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,303,H. Ojediran,2003-11-14,LCMF,Lens,Ligue 1,1,Hamzat Ojediran,2003-11-14,NGA,Nigeria,NGA,Nigeria,https://cdn5.wyscout.com/photos/team/public/66_120x120.png,d72f25,Lens,2028-06-30,False,LCMF|RCMF|DMF,RCMF,DMF,right,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['LCMF', 'RCMF', 'DMF']",MF,No disponible / 0 €,False,False,False,0.0
-152792,19.0,0.0,9.0,34.0,19.0,15.0,166.0,58.0,0.0,0.0,0.0,,0.0,,2.0,,,0.0,0.26,0.0,,0.0,0.0,0.4,,0.0,,,,0.0,0.0,,,,,,,,,,,18.6,4.43,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,156,S. Pafundi,2006-03-14,RW,Sampdoria,SerieA,1,Simone Pafundi,2006-03-14,ITA,Italy,ITA,Italy,https://cdn5.wyscout.com/photos/team/public/88_120x120.png,20529c,Sampdoria,2026-06-30,True,RW|LW|RCMF,LW,RCMF,left,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['RW', 'LW', 'RCMF']",RW,No disponible / 0 €,False,False,False,0.0
-152432,25.0,800000.0,32.0,31.0,30.0,19.0,182.0,78.0,8.0,0.26,7.0,0.23000000000000004,2.0,0.06,58.0,1.87,44.83,13.793,8.99,0.29,2.96,5.0,0.16,3.17,0.1,0.35,0.9000000000000001,0.06,0.0,20.39,72.71,4.18,61.53999999999999,4.73,85.03,6.719999999999999,73.68,16.89,78.67,1.13,54.28999999999999,17.68,26.85,0.74,0.96,2.44,52.63000000000001,1.38,60.47,0.19,33.33,0.06,100.0,2.44,38.16,2.06,39.06,0.39,33.33,0.32,3.6000000000000005,61.61,0.23000000000000004,1.9,22.97,48.03999999999999,9.81,46.56,4.79,56.38000000000001,6.629999999999999,46.6,5.15,0.06,0.08,2.38,2.91,0.19,1.09,2.32,1.0,0.03,0.0,0.0,2.99,67.74,6.719999999999999,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.19,,,0.06,0.06,0.0,0.0,1.0,100.0,4.05,2798,I. Soumaré,2000-10-10,LW,Le Havre,Ligue 1,1,Issa Soumaré,2000-10-10,SEN,Senegal,SEN|MTN,Senegal|Mauritania,https://cdn5.wyscout.com/photos/team/public/556_120x120.png,0000FF,Le Havre,2026-06-30,False,LW|CF|LAMF,CF,LAMF,right,False,14.825568999999998,0.9311039999999998,2.025426,2.21796,4.890000000000001,11.034787999999999,3.0895799999999998,"['LW', 'CF', 'LAMF']",LW,€800K,False,False,True,-0.02999999999999997
-152301,21.0,7000000.0,10.0,37.0,26.0,23.0,178.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.61,25.0,0.0,0.2,0.03,0.9200000000000002,0.0,0.0,0.16,0.02,0.0,0.31,0.0,0.0,37.07,90.95,9.76,85.94,6.41,97.62,14.64,93.75,34.78,90.79,2.29,93.33,17.62,22.38,0.61,0.0,0.61,75.0,5.03,93.94,0.31,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,22.22,0.31,1.68,19.07,34.4,7.470000000000001,22.45,5.49,41.67,3.81,40.0,5.49,0.61,0.77,2.59,3.27,0.4600000000000001,1.53,0.61,1.0,0.15,0.0,0.0,4.58,86.67,14.64,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.61,,,0.31,0.0,0.0,0.15,0.0,0.0,0.4600000000000001,590,K. Urbański,2004-09-07,LCMF,Legia Warszawa,SerieA,1,Kacper Urbański,2004-09-07,POL,Poland,POL,Poland,https://cdn5.wyscout.com/photos/team/public/448_120x120.png,,Legia Warszawa,2028-06-30,False,LCMF|RCMF|LCMF3,RCMF,LCMF3,right,False,33.715165,0.0,3.969486,0.304414,6.26,6.56008,1.524,"['LCMF', 'RCMF', 'LCMF3']",MF,€7.0M,False,True,False,-0.03
-152293,20.0,0.0,2.0,100.0,0.0,0.0,172.0,69.0,0.0,0.0,0.0,,0.0,,1.0,,,0.0,0.12000000000000001,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,10.2,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,72,C. Marshall,2004-11-28,CF,West Ham United,Premier League,1,Callum Marshall,2004-11-28,XNI,Northern Ireland,XNI,Northern Ireland,https://cdn5.wyscout.com/photos/team/public/27_120x120.png,732e39,West Ham United,,False,CF,,,left,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['CF'],FW,No disponible / 0 €,False,False,False,0.0
-152163,24.0,500000.0,26.0,92.0,0.0,0.0,178.0,73.0,2.0,0.08,2.0,0.08,1.0,0.04,21.0,0.83,28.57,9.524,1.51,0.06,1.46,0.0,0.0,1.37,0.05,0.32,0.43,0.04,0.0,35.11,76.88,14.78,66.67,5.83,94.59,9.14,79.74,28.88,84.72,3.82,44.33,18.66,34.39,0.24,0.87,2.29,41.38,4.37,67.57,0.24,16.67,0.04,100.0,2.6,34.85,0.08,50.0,2.48,34.92,0.39,1.06,66.67,0.55,1.5,16.87,50.0,4.02,45.1,7.25,63.03999999999999,3.35,42.35,9.42,0.39,0.52,4.45,5.82,0.28,1.8500000000000003,1.1,8.0,0.32,0.0,0.0,8.08,64.88,9.14,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.32,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,2284,Dinis Pinto,2000-08-24,RB,Moreirense,Liga Portuguesa,1,Dinis Lourenço Casals Namura Borges Pinto,2000-08-24,PRT,Portugal,PRT,Portugal,https://cdn5.wyscout.com/photos/team/public/2599_120x120.png,2a5d28,Moreirense,2026-06-30,False,RB,,,right,False,26.992567999999995,0.9061000000000001,5.242303999999999,0.706702,9.58,8.435,1.418725,['RB'],RB,€500K,False,False,False,0.020000000000000004
-151915,21.0,6000000.0,22.71542907959093,88.61582925744776,0.3414851044908848,0.1707425522454424,193.0,78.0,1.971542907959093,0.07886171631836372,1.971542907959093,0.07886171631836372,1.971542907959093,0.07886171631836372,6.900400177856826,0.27601600711427304,57.14,28.164476211649625,0.8773365940417964,0.03943085815918186,0.3154468652734549,0.0,0.0,0.32530457981325034,0.009857714539795465,0.0,0.03943085815918186,0.0,0.0,28.93239217429969,83.96,10.882916851934192,65.07,2.119408626056025,94.34,14.007812361049357,96.57,24.21054690973766,90.41,4.7218452645620275,50.85,22.982836816362827,40.285077812361045,0.0,0.0,0.19715429079590932,0.0,3.7262160960426858,47.31,0.07886171631836372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07886171631836372,0.0,0.0,0.15772343263672745,17.083419297465536,69.32,0.7196131614050688,22.22,7.718590484659849,79.79,6.200502445531347,65.81,11.32651400622499,0.48302801244997773,0.5323165851489551,4.682414406402846,5.226727434415296,0.680182303245887,1.2420720320142287,0.0,5.914628723877279,0.2365851489550911,0.0,0.0,4.7218452645620275,63.56000000000001,14.21,0.0,,0.0,,0.0,0.0,0.0,0.0,,,1.6856691863050244,,,0.0,0.0,0.0,0.0,0.0,0.0,0.15772343263672745,2249,D. Coppola,2003-12-28,CB,Brighton,"Premier League, SerieA",2,Diego Coppola,2003-12-28,ITA,Italy,ITA|NLD,Italy|Netherlands,https://cdn5.wyscout.com/photos/team/public/1169_120x120.png,255da6,Brighton,2027-06-30,False,RCB3|RB|RAMF,RB,RAMF,right,False,24.291636469542016,0.0,3.001204850155625,0.0,4.879568697198755,11.842226257003109,4.08055065940418,"['RCB3', 'RB', 'RAMF']",CB,€6.0M,False,False,False,0.03943085815918186
-151624,20.0,0.0,10.0,47.0,26.0,17.0,185.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.88,50.0,0.0,0.21,0.05,1.32,0.0,0.0,0.46,0.1,0.22,1.1,0.0,0.0,30.44,78.26,8.16,67.57,6.62,90.0,9.49,81.4,26.69,82.64,1.54,71.43,16.57,17.18,2.21,1.1,3.97,66.67,2.87,61.54,0.22,100.0,0.0,0.0,2.21,30.0,0.0,0.0,2.21,30.0,0.44,5.07,39.13,0.0,0.66,24.71,39.29,11.25,31.37,7.06,53.13,2.65,16.67,7.94,1.1,1.81,3.09,5.06,0.0,2.43,1.1,2.0,0.44,0.0,0.0,6.4,72.41,9.49,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.09,408,V. Carboni,2005-03-05,AMF,Genoa,SerieA,1,Valentín Carboni,2005-03-05,ARG,Argentina,ARG|ITA,Argentina|Italy,https://cdn5.wyscout.com/photos/team/public/92_120x120.png,081f47,Genoa,2029-06-30,True,AMF|RW|RWF,RW,RWF,left,True,23.822344,0.6629999999999999,4.63424,1.983891,7.0600000000000005,9.708559000000001,0.441755,"['AMF', 'RW', 'RWF']",AM,No disponible / 0 €,False,False,False,-0.05
-151573,23.0,13000000.0,34.0,44.0,20.0,12.0,181.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.23000000000000004,71.43,0.0,0.25,0.01,0.07,1.0,0.029999999999999995,0.42000000000000004,0.01,0.029999999999999995,0.27,0.0,0.0,30.39,88.83,7.720000000000001,74.57,5.39,93.21,12.479999999999999,96.0,29.290000000000003,90.68,1.1,39.39,17.29,23.15,0.10000000000000002,0.0,0.20000000000000004,33.33,2.83,81.18,0.13,25.0,0.07,50.0,0.029999999999999995,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,1.6599999999999997,66.0,0.27,0.67,14.88,56.599999999999994,5.33,53.13000000000001,5.89,65.54,1.6599999999999997,50.0,7.489999999999999,0.07,0.08,3.56,4.18,0.23000000000000004,1.07,1.5599999999999998,3.0,0.10000000000000002,0.0,0.0,3.96,60.5,12.479999999999999,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.8000000000000002,,,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2704,M. Keita,2002-05-10,DMF,Parma,SerieA,1,Mandela Keita,2002-05-10,BEL,Belgium,BEL|GUI,Belgium|Guinea,https://cdn5.wyscout.com/photos/team/public/84_120x120.png,,Parma,2029-06-30,False,DMF|LCMF|RDMF,LCMF,RDMF,right,False,26.995437000000003,0.0,2.3958,1.0955999999999997,4.63,8.42208,0.8299999999999998,"['DMF', 'LCMF', 'RDMF']",DMF,€13.0M,False,False,False,-0.01
-151567,23.0,0.0,15.0,97.0,0.0,0.0,188.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,32.9,87.25,13.55,80.36,3.15,87.18,10.97,94.85,31.29,89.95,1.53,36.84,17.49,26.85,0.08,0.0,0.32,50.0,3.23,75.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.08,0.4,60.0,0.16,0.48,15.319999999999999,52.63,2.74,29.409999999999997,8.47,70.48,2.02,28.0,10.24,0.08,0.1,4.19,5.42,0.73,0.56,0.08,1.0,0.08,0.0,0.0,4.68,67.24,10.97,0.0,,0.0,,0.0,0.0,0.0,0.0,,,1.53,,,0.0,0.0,0.0,0.0,0.0,0.0,0.24,1116,J. Schingtienne,2002-08-14,RCB3,Venezia,SerieA,1,Joël Schingtienne,2002-08-14,BEL,Belgium,BEL|COD,Belgium|Congo DR,https://cdn5.wyscout.com/photos/team/public/201_120x120.png,,Venezia,2029-06-30,False,RCB3,,,right,False,28.70525,0.0,3.1468319999999994,0.24,5.16,8.062916,0.5656,['RCB3'],CB,No disponible / 0 €,False,False,False,0.0
